,obsHistID,sessionID,propID,fieldID,fieldRA,fieldDec,filter,expDate,expMJD,night,visitTime,visitExpTime,finRank,FWHMeff,FWHMgeom,transparency,airmass,vSkyBright,filtSkyBrightness,rotSkyPos,rotTelPos,lst,altitude,azimuth,dist2Moon,solarElong,moonRA,moonDec,moonAlt,moonAZ,moonPhase,sunAlt,sunAz,phaseAngle,rScatter,mieScatter,moonIllum,moonBright,darkBright,rawSeeing,wind,humidity,slewDist,slewTime,fiveSigmaDepth,ditheredRA,ditheredDec,count
1349543,1349367,1016,54,1000,5.718053,-0.674641,i,170836190,61557.27072,1977,34.0,30.0,4.537796,1.138743,0.988047,0.25,1.359759,21.329484,19.969484,1.545536,-0.109131,4.821147,0.826297,2.019988,1.266225,112.134145,0.366737,0.245551,-0.342913,1.480043,15.413677,-1.121899,1.782245,133.766929,263433.93806,21690.371301,0.000364,0.0,100.153357,0.790385,0.0,0.0,0.048198,4.71814,23.278382,5.718053000000001,-0.6944790000000001,417
1349576,1349400,1016,54,1000,5.718053,-0.674641,i,170837527,61557.2862,1977,34.0,30.0,6.555996,1.09523,0.952279,0.25,1.274269,21.38172,20.02172,1.450825,-0.14789,4.918679,0.902318,2.013437,1.269926,112.147649,0.37045,0.247321,-0.26322,1.433998,15.293484,-1.039173,1.70601,133.957955,262951.333915,21427.174341,0.000359,0.0,95.448967,0.790385,0.0,0.0,0.048077,4.960825,23.353818,5.718053000000001,-0.6944790000000001,418
1350638,1350462,1016,54,1000,5.718053,-0.674641,g,170926345,61558.314182,1978,34.0,30.0,4.4364,1.001583,0.875301,0.625,1.150739,21.466211,21.876211,2.959631,1.49022,5.112179,1.053196,2.023349,1.491713,113.032688,0.607088,0.337721,-0.341234,1.369485,8.136632,-0.889361,1.596236,146.852675,244261.728325,10310.465132,0.000156,0.0,88.302755,0.665827,0.0,0.0,0.105023,5.670228,24.50903,5.722942034795315,-0.6944790000000001,419
1350682,1350506,1016,54,1000,5.718053,-0.674641,g,170928084,61558.334308,1978,34.0,30.0,7.571937,0.972227,0.851171,0.625,1.095077,21.508306,21.918306,2.805583,1.445914,5.23898,1.151019,2.057448,1.496749,113.050189,0.612219,0.339947,-0.239898,1.313224,8.014731,-0.78015,1.533147,147.109021,244085.776784,10140.646278,0.000153,0.0,84.944699,0.665827,0.0,0.0,0.055859,5.335046,24.570847,5.722942034795315,-0.6944790000000001,420
1351231,1351055,1016,54,1000,5.718053,-0.674641,r,171015213,61559.342751,1979,34.0,30.0,4.523577,0.974895,0.853364,0.25,1.071128,21.527281,21.247281,1.894347,0.611439,5.309378,1.204322,2.092897,1.721486,113.916591,0.865608,0.411818,-0.424342,1.323256,2.989036,-0.735781,1.506092,160.088416,247994.70064,4832.283611,5.6e-05,0.0,83.473026,0.734073,0.0,0.0,0.053179,4.86309,24.232222,5.7278310695906285,-0.6944790000000001,421
1351265,1351089,1016,54,1000,5.718053,-0.674641,r,171016582,61559.358589,1979,34.0,30.0,6.552417,0.960371,0.841425,0.25,1.044664,21.548894,21.268894,1.877873,0.737323,5.409164,1.277328,2.177398,1.72567,113.930322,0.870114,0.413348,-0.345608,1.282567,2.928434,-0.650171,1.462087,160.293334,248283.002372,4766.067356,5.5e-05,0.0,81.827849,0.734073,0.0,0.0,0.054771,4.893572,24.26158,5.7278310695906285,-0.6944790000000001,422
1352211,1352035,1016,54,1000,5.718053,-0.674641,u,171098034,61560.301331,1980,34.0,30.0,4.53542,1.013922,0.885444,0.0,1.175722,21.448176,22.108176,0.971706,-0.531899,5.065617,1.017017,2.017361,1.935539,114.738151,1.122045,0.45645,-0.865104,1.468214,0.472454,-0.961771,1.635191,172.117303,271981.312067,2385.305902,1.9e-05,0.0,89.781864,0.612828,0.0,0.0,0.055859,4.73732,23.235458,5.732720104385944,-0.6944790000000001,423
1353202,1353026,1016,54,1000,5.718053,-0.674641,g,171182355,61561.277261,1981,34.0,30.0,4.529867,0.953724,0.835961,0.0,1.264577,21.387944,21.797944,1.236346,-0.354858,4.931174,0.912083,2.013054,2.152622,115.573131,1.395449,0.474981,-1.221752,1.624962,0.503135,-1.09292,1.732953,171.864961,312017.459993,1165.72389,1.9e-05,0.0,94.903304,0.574877,0.0,0.0,0.054995,4.780205,24.504857,5.737609139181259,-0.6944790000000001,424
1353237,1353061,1016,54,1000,5.718053,-0.674641,g,171183752,61561.293433,1981,34.0,30.0,5.317238,0.921818,0.809734,0.0,1.194859,21.4347,21.8447,1.21654,-0.309635,5.033062,0.991634,2.014714,2.157544,115.587132,1.401619,0.475332,-1.139185,1.570419,0.52672,-1.005874,1.662346,171.676141,313055.057454,1146.952122,1.9e-05,0.0,90.903121,0.574877,0.0,0.0,0.054995,4.743587,24.576453,5.737609139181259,-0.6944790000000001,425
1354183,1354007,1016,54,1000,5.718053,-0.674641,g,171266609,61562.25242,1982,34.0,30.0,4.544363,0.999871,0.873894,0.375,1.389254,21.312506,21.722506,1.783403,0.112677,4.791868,0.803533,2.023046,2.361129,116.405723,1.671562,0.46291,-1.503198,3.427419,3.272287,-1.225472,1.880568,159.15625,358505.794395,586.045938,6.1e-05,0.0,101.731778,0.567243,0.0,0.0,0.048077,4.629887,24.394829,5.742498173976573,-0.6944790000000001,426
1354224,1354048,1016,54,1000,5.718053,-0.674641,g,171268248,61562.271398,1982,34.0,30.0,6.502147,0.951922,0.83448,0.375,1.280002,21.378068,21.788068,1.724303,0.121281,4.911438,0.896668,2.01371,2.366641,116.422126,1.678943,0.462393,-1.467457,2.234693,3.352937,-1.125655,1.759456,158.898045,359768.295586,575.488613,6.2e-05,0.0,95.77053,0.567243,0.0,0.0,0.048077,4.939231,24.499429,5.742498173976573,-0.6944790000000001,427
1355070,1354894,1016,54,1000,5.718053,-0.674641,r,171358403,61563.31486,1983,34.0,30.0,4.472385,1.045642,0.911518,0.125,1.109364,21.49724,21.21724,0.673826,-0.72051,5.202463,1.123036,2.044383,2.569216,117.311756,1.973541,0.415434,-1.434119,2.515873,9.255334,-0.892485,1.581221,144.576814,404712.873355,295.031629,0.000183,0.0,85.814939,0.782497,0.0,0.0,0.054995,5.322377,24.137782,5.691164589148242,-0.691173,428
1355109,1354933,1016,54,1000,5.718053,-0.674641,r,171359971,61563.332999,1983,34.0,30.0,6.563976,1.022579,0.89256,0.125,1.068884,21.529087,21.249087,0.643611,-0.630339,5.316746,1.209831,2.097558,2.57368,117.327372,1.980294,0.414426,-1.363582,2.103411,9.382018,-0.794054,1.525637,144.32712,405642.182352,290.719725,0.000186,0.0,83.334298,0.782497,0.0,0.0,0.053179,4.863688,24.181471,5.691164589148242,-0.691173,429
1355962,1355786,1016,54,1000,5.718053,-0.674641,y,172041985,61571.226685,1991,34.0,30.0,4.544704,1.305741,1.125319,0.0,1.396934,19.61004,17.3,3.231073,1.556376,4.78455,0.79785,2.023881,1.641072,123.973748,3.759791,-0.339499,0.631986,4.661493,86.487538,-1.36444,2.154078,43.134497,243961.48419,6299.96224,0.01023,385.892231,102.13903,0.993612,0.0,0.0,0.048077,4.613481,21.145702,5.730275586988286,-0.691173,430
1355981,1355805,1016,54,1000,5.718053,-0.674641,y,172042723,61571.235221,1991,34.0,30.0,4.528239,1.275439,1.100411,0.0,1.343323,19.655387,17.3,0.094175,-1.550925,4.838333,0.839674,2.018412,1.639754,123.98095,3.761304,-0.33991,0.58709,4.636696,86.547248,-1.324194,2.027145,43.034327,243919.583612,6327.405965,0.010255,368.803868,99.263928,0.993612,0.0,0.0,0.048198,4.758122,21.180846,5.730275586988286,-0.691173,431
1355998,1355822,1016,54,1000,5.718053,-0.674641,y,172043383,61571.24286,1991,34.0,30.0,4.437712,1.250909,1.080247,0.0,1.300541,19.695479,17.3,0.095018,-1.522688,4.88646,0.87714,2.014934,1.638558,123.987394,3.762689,-0.340272,0.54701,4.614981,86.600576,-1.286269,1.941777,42.944706,243882.236309,6352.417822,0.010279,354.183526,96.915344,0.993612,0.0,0.0,0.105023,5.592913,21.209631,5.730275586988286,-0.691173,432
1356040,1355864,1016,54,1000,5.718053,-0.674641,y,172045031,61571.261936,1991,34.0,30.0,4.520649,1.198767,1.037386,0.0,1.21145,19.79584,17.3,0.061962,-1.48182,5.006647,0.971015,2.013385,1.635496,124.003485,3.76628,-0.34115,0.447435,4.562053,86.733325,-1.18715,1.793866,42.720957,243789.601357,6416.889706,0.010336,319.402943,91.867128,0.993612,0.0,0.0,0.054771,4.817671,21.271895,5.730275586988286,-0.691173,433
1357090,1356914,1016,54,1000,5.718053,-0.674641,y,172130415,61572.250183,1992,34.0,30.0,4.52178,0.680164,0.611095,0.0,1.250631,19.39496,17.3,1.60981,0.029958,4.9498,0.926626,2.012701,1.434474,124.824332,3.992962,-0.40515,0.715416,4.614435,92.747174,-1.249803,1.875558,31.246508,247062.984147,12452.824695,0.013725,500.835862,94.113717,0.385861,0.0,0.0,0.054771,4.803276,21.880145,5.7351646217836,-0.691173,434
1358120,1357944,1016,54,1000,5.718053,-0.674641,y,172214477,61573.22312,1993,34.0,30.0,4.539246,0.96392,0.844342,0.0,1.384463,18.891577,17.3,2.966562,1.298354,4.796494,0.807128,2.022533,1.238782,125.629531,4.225262,-0.448995,1.061999,4.726238,96.927317,-1.382365,2.221934,20.191151,267170.654735,23745.194483,0.017937,844.399813,101.476946,0.664569,0.0,0.0,0.048077,4.640394,21.477487,5.740053656578915,-0.691173,435
1366447,1366271,1016,54,1000,5.718053,-0.674641,i,172919298,61581.380769,2001,34.0,30.0,4.517178,0.925756,0.812971,0.125,1.026093,19.767761,18.909558,5.500891,0.144633,5.927371,1.3448,3.949701,0.65764,132.259898,5.992539,-0.06632,1.10516,0.145231,66.966286,-0.554878,1.390592,70.164202,386325.630052,161435.90883,0.00496,341.383889,80.661359,0.751308,0.0,0.0,0.054995,4.889485,23.02637,5.718053000000001,-0.687867,436
1366482,1366306,1016,54,1000,5.718053,-0.674641,i,172920771,61581.397815,2001,34.0,30.0,6.742919,0.936641,0.821919,0.125,1.046279,19.756803,18.89767,5.566565,0.435877,6.034762,1.272263,4.113631,0.659789,132.273598,5.99429,-0.064674,1.106029,6.192981,66.811112,-0.464259,1.347002,70.353121,385849.018162,160295.667124,0.004933,344.397384,81.928818,0.751308,0.0,0.0,0.054995,4.895107,23.005849,5.718053000000001,-0.687867,437
1366498,1366322,1016,54,1000,5.718053,-0.674641,i,172921425,61581.405386,2001,34.0,30.0,4.516532,0.943012,0.827156,0.125,1.058168,19.749994,18.890447,5.592217,0.53385,6.082465,1.23769,4.158357,0.660748,132.279678,5.995069,-0.06394,1.099572,6.090114,66.742112,-0.424283,1.327569,70.437055,385636.237427,159789.620738,0.004921,346.338514,82.669806,0.751308,0.0,0.0,0.055859,4.886863,22.993768,5.718053000000001,-0.687867,438
1366529,1366353,1016,54,1000,5.718053,-0.674641,i,172922706,61581.420217,2001,34.0,30.0,5.307199,0.958401,0.839806,0.125,1.087105,19.733144,18.872785,5.682497,0.736573,6.175907,1.167763,4.216271,0.662635,132.291576,5.996603,-0.062496,1.075512,5.89932,66.606822,-0.346575,1.289108,70.601499,385217.042868,158798.053899,0.004898,351.261742,84.456639,0.751308,0.0,0.0,0.053179,5.284565,22.964661,5.718053000000001,-0.687867,439
1367121,1366945,1016,54,1000,5.718053,-0.674641,i,172990262,61582.202118,2002,34.0,30.0,4.534714,0.825938,0.730921,0.125,1.361859,20.199572,19.295093,1.852012,0.196156,4.818998,0.824625,2.020197,0.799501,132.911019,6.160141,0.013957,0.19076,1.441389,59.253427,-1.449037,2.969662,79.334871,354144.951482,101111.095298,0.003763,183.285856,100.266488,0.484928,0.0,0.0,0.048198,4.713235,23.304273,5.722942034795315,-0.687867,440
1367149,1366973,1016,54,1000,5.718053,-0.674641,i,172991357,61582.214789,2002,34.0,30.0,5.21376,0.799583,0.709257,0.125,1.290205,20.192259,19.287045,1.809568,0.199111,4.898831,0.886831,2.014274,0.801605,132.92121,6.162269,0.015213,0.256471,1.398842,59.131052,-1.420047,2.468022,79.477534,353663.272869,100412.012449,0.003746,189.128187,96.340652,0.484928,0.0,0.0,0.048077,4.9025,23.342751,5.722942034795315,-0.687867,441
1375065,1374887,1016,54,1000,5.718053,-0.674641,g,173764971,61591.168649,2011,34.0,30.0,4.28355,1.122322,0.974549,0.625,1.420555,21.295035,21.705035,2.165667,0.479247,4.762958,0.780948,2.026526,2.633186,139.80613,2.087813,0.384614,-1.12953,4.493153,1.835481,-1.353187,4.119743,164.427255,417634.205923,238.912433,3.8e-05,0.0,103.38212,0.654682,0.0,0.0,0.096187,7.104153,24.255241,5.700941378216399,-0.6845600000000001,442
1375087,1374909,1016,54,1000,5.718053,-0.674641,g,173765849,61591.178809,2011,34.0,30.0,4.916492,1.090656,0.948519,0.625,1.354385,21.332633,21.742633,2.186655,0.535064,4.826969,0.830613,2.019461,2.635157,139.813756,2.091497,0.383709,-1.179641,4.431561,1.868969,-1.395531,3.909574,164.284947,418017.754614,237.364272,3.9e-05,0.0,99.863346,0.654682,0.0,0.0,0.128655,8.503103,24.316505,5.700941378216399,-0.6845600000000001,443
1375959,1375781,1016,54,1000,5.718053,-0.674641,u,173944435,61593.245782,2013,34.0,30.0,4.453146,0.976233,0.854464,0.25,1.079466,21.520613,22.180613,0.892072,-0.42103,5.28333,1.184698,2.077957,2.654384,141.328303,2.616701,0.188761,-1.014332,4.158384,14.394406,-1.281136,1.980924,135.407004,421708.649608,222.779473,0.00033,0.0,83.987242,0.623839,0.0,0.0,0.096388,5.480348,23.344189,5.71071944780703,-0.6845600000000001,444
1379200,1379021,1016,54,1000,5.718053,-0.674641,z,174370775,61598.180269,2018,34.0,30.0,4.073414,0.872381,0.769097,0.0,1.245926,20.380206,18.72219,1.180806,-0.395057,4.95659,0.931672,2.012641,1.698396,144.78685,3.695594,-0.319718,0.420628,4.574203,65.24806,-1.387123,3.842359,72.24417,246541.7114,5214.66444,0.004667,146.246837,93.846122,0.607556,0.0,0.0,0.137954,9.309636,22.801289,5.7351646217836,-0.6845600000000001,445
1379225,1379046,1016,54,1000,5.718053,-0.674641,z,174371944,61598.193802,2018,34.0,30.0,5.658766,0.848491,0.74946,0.0,1.189581,20.451575,18.794628,1.121822,-0.398392,5.041852,0.998453,2.01531,1.696111,144.796132,3.698264,-0.320411,0.350465,4.536442,65.381623,-1.422025,3.40774,72.083391,246410.68042,5254.126855,0.00469,134.223327,90.594888,0.607556,0.0,0.0,0.048077,5.393579,22.870675,5.7351646217836,-0.6845600000000001,446
1379249,1379070,1016,54,1000,5.718053,-0.674641,r,174373019,61598.20624,2018,34.0,30.0,4.537293,0.886498,0.780701,0.0,1.146651,20.519756,20.581101,1.113976,-0.349204,5.120215,1.059491,2.024691,1.693956,144.804664,3.700807,-0.321039,0.28647,4.501797,65.50423,-1.423254,2.911749,71.935671,246289.312839,5291.591569,0.00471,123.075227,88.059116,0.607556,0.0,0.0,0.055859,4.714925,24.020296,5.7351646217836,-0.6845600000000001,447
1379291,1379112,1016,54,1000,5.718053,-0.674641,r,174375039,61598.229628,2018,34.0,30.0,7.505867,0.857493,0.756859,0.0,1.084806,20.656843,20.718801,1.043871,-0.286423,5.26757,1.172764,2.070012,1.689759,144.82071,3.705822,-0.3222,0.167695,4.435817,65.734398,-1.352533,2.248116,71.658023,246058.780965,5365.351773,0.004749,101.774846,84.315523,0.607556,0.0,0.0,0.055859,5.600946,24.128772,5.7351646217836,-0.6845600000000001,448
1379376,1379197,1016,54,1000,5.718053,-0.674641,r,174378406,61598.268589,2018,34.0,30.0,4.509758,0.829083,0.733506,0.0,1.025568,20.868159,20.931137,1.013209,0.095941,5.513037,1.347038,2.341091,1.68232,144.847434,3.714855,-0.324107,-0.024204,4.319495,66.116687,-1.161605,1.828762,71.195881,245669.433719,5498.631425,0.004813,72.549856,80.628241,0.607556,0.0,0.0,0.054771,4.957943,24.2711,5.7351646217836,-0.6845600000000001,449
1379408,1379229,1016,54,1000,5.718053,-0.674641,r,174379661,61598.283116,2018,34.0,30.0,5.048442,0.824124,0.72943,0.0,1.015365,21.086421,21.149777,0.832487,0.229531,5.604563,1.396609,2.603352,1.679398,144.857393,3.718435,-0.32482,-0.093297,4.272774,66.258865,-1.084736,1.747558,71.023683,245523.26438,5551.882568,0.004838,45.299798,79.983049,0.607556,0.0,0.0,0.053179,7.224316,24.378229,5.7351646217836,-0.6845600000000001,450
1380255,1380076,1016,54,1000,5.718053,-0.674641,z,174457811,61599.187635,2019,34.0,30.0,4.526865,1.233435,1.065884,0.0,1.202816,20.107294,18.524747,1.557022,0.022199,5.020196,0.981594,2.01398,1.493731,145.46197,3.923453,-0.389718,0.589752,4.572934,74.681546,-1.407281,3.622979,60.420488,244189.853156,10242.08668,0.006521,217.3393,91.366408,1.000396,0.0,0.0,0.054995,4.748793,22.331793,5.740053656578915,-0.6845600000000001,451
1380287,1380108,1016,54,1000,5.718053,-0.674641,z,174459067,61599.202176,2019,34.0,30.0,5.280447,1.201205,1.039391,0.0,1.150891,20.166686,18.585162,1.536205,0.066566,5.11181,1.052964,2.023301,1.491506,145.471776,3.926209,-0.390146,0.51412,4.535148,74.809444,-1.424129,3.077688,60.251823,244269.199756,10317.499808,0.006551,203.960525,88.311799,1.000396,0.0,0.0,0.054995,4.706899,22.393741,5.740053656578915,-0.6845600000000001,452
1384966,1384787,1016,54,1000,5.718053,-0.674641,y,175238995,61608.22912,2028,34.0,30.0,4.511361,0.659015,0.59371,0.125,1.038856,18.932332,17.3,0.781084,-0.310446,5.436393,1.296433,2.210742,0.598997,150.887461,5.919915,-0.104219,0.949459,0.917848,88.494878,-1.335633,2.3587,39.655309,399095.112957,195884.471379,0.011159,829.565381,81.464104,0.462561,0.0,0.0,0.054771,4.891017,21.952561,5.713163965204686,-0.681254,453
1386530,1386351,1016,54,1000,5.718053,-0.674641,i,175403150,61610.129062,2030,34.0,30.0,4.527028,0.919456,0.807793,0.0,1.341391,20.045767,19.23215,1.446284,-0.197659,4.840398,0.841281,2.018234,0.9182,151.844609,0.001501,0.079414,0.068749,1.438213,74.397284,-1.124386,4.403148,60.794353,327308.664441,68355.813628,0.006455,227.546114,99.158923,0.589919,0.0,0.0,0.054771,4.774699,23.159358,5.722942034795315,-0.681254,454
1386577,1386398,1016,54,1000,5.718053,-0.674641,i,175405083,61610.151424,2030,34.0,30.0,7.723103,0.872138,0.768897,0.0,1.228322,20.0083,19.193528,1.256623,-0.303535,4.981286,0.951213,2.012734,0.922233,151.855579,0.005419,0.081734,0.184155,1.364603,74.204721,-1.236192,4.216406,61.046842,326418.121469,67452.565425,0.00641,245.336328,92.839677,0.589919,0.0,0.0,0.054771,4.811285,23.209286,5.722942034795315,-0.681254,455
1387960,1387781,1016,54,1000,5.718053,-0.674641,r,175505130,61611.309382,2031,34.0,30.0,4.514209,0.776047,0.689911,0.0,1.03751,20.351605,20.407724,5.155049,-0.049612,5.993684,1.301083,4.063307,1.139209,152.401807,0.225642,0.194263,0.695015,0.680757,63.544765,-0.93074,1.701542,74.282451,282918.923154,32976.410754,0.004393,165.121965,81.379627,0.543385,0.0,0.0,0.055859,4.909928,24.097259,5.7278310695906285,-0.681254,456
1387998,1387819,1016,54,1000,5.718053,-0.674641,r,175506667,61611.327175,2031,34.0,30.0,6.547453,0.788166,0.699872,0.0,1.064654,20.324545,20.380202,5.154797,0.127532,6.10579,1.220507,4.175945,1.141954,152.410095,0.227826,0.196076,0.748555,0.555949,63.371524,-0.834652,1.633942,74.488577,282442.150841,32679.183152,0.004366,169.650012,83.072408,0.543385,0.0,0.0,0.109725,5.773761,24.063871,5.7278310695906285,-0.681254,457
1389584,1389405,1016,54,1000,5.718053,-0.674641,r,175919227,61616.102175,2036,34.0,30.0,4.530099,0.911356,0.801135,0.375,1.408012,21.30197,21.02197,2.538971,0.858687,4.774215,0.789816,2.025108,2.144341,154.301573,1.384134,0.475803,-1.346984,1.744163,15.174075,-0.972427,4.510799,134.148346,310281.791231,1198.001042,0.000355,0.0,102.723823,0.524038,0.0,0.0,0.054771,4.756771,24.160128,5.75227496304473,-0.681254,458
1389615,1389436,1016,54,1000,5.718053,-0.674641,r,175920443,61616.116247,2036,34.0,30.0,5.317528,0.877428,0.773246,0.375,1.321737,21.352141,21.072141,2.567087,0.93532,4.862875,0.858071,2.016526,2.148564,154.306293,1.389487,0.476024,-1.275713,1.665151,15.055055,-1.045857,4.438301,134.338729,311165.35796,1181.430303,0.000351,0.0,98.085023,0.524038,0.0,0.0,0.262128,17.504437,24.235308,5.75227496304473,-0.681254,459
1390592,1390412,1016,54,1000,5.718053,-0.674641,u,176005483,61617.100504,2037,34.0,30.0,4.543626,1.078732,0.938718,0.0,1.400823,21.305985,21.965985,2.188348,0.511671,4.780892,0.795007,2.024309,2.357195,154.617905,1.666049,0.46367,-1.502428,3.499364,7.666855,-0.961792,4.511925,147.850542,357604.607837,593.69933,0.000145,0.0,102.344696,0.577942,0.0,0.0,0.048198,4.629617,23.015668,5.681386519557613,-0.6779470000000001,460
1390601,1390421,1016,54,1000,5.718053,-0.674641,u,176005831,61617.104535,2037,34.0,30.0,4.538433,1.066518,0.928678,0.0,1.374489,21.320942,21.980942,2.18492,0.522065,4.806284,0.814738,2.021483,2.358361,154.619136,1.667616,0.463551,-1.506432,3.182275,7.640841,-0.983177,4.492448,147.906605,357871.642716,591.421189,0.000145,0.0,100.944456,0.577942,0.0,0.0,0.048077,4.662975,23.04551,5.681386519557613,-0.6779470000000001,461
1391658,1391477,1016,54,1000,5.718053,-0.674641,u,176092452,61618.107095,2038,34.0,30.0,4.526198,1.104429,0.959841,0.375,1.34212,21.339884,21.999884,2.183141,0.53876,4.839617,0.840673,2.018301,2.553068,154.906385,1.949528,0.418743,-1.32205,4.318743,2.446785,-0.994874,4.472373,162.001444,401320.13774,311.170983,4.8e-05,0.0,99.198567,0.617825,0.0,0.0,0.048198,4.761163,23.029195,5.686275554352928,-0.6779470000000001,462
1396756,1396574,1016,54,1000,5.718053,-0.674641,r,176610943,61624.108147,2044,34.0,30.0,4.527118,1.036751,0.904209,0.0,1.250876,21.147561,21.02882,2.221518,0.641461,4.949464,0.926366,2.012705,1.98524,155.935929,3.391864,-0.197129,0.110051,4.547981,28.858521,-0.988765,4.420628,115.01336,279978.759038,2024.666662,0.000973,24.295157,94.127637,0.703735,0.0,0.0,0.054995,4.774335,24.043704,5.715608482602343,-0.6779470000000001,463
1396793,1396611,1016,54,1000,5.718053,-0.674641,r,176612444,61624.125518,2044,34.0,30.0,5.083242,1.001264,0.875039,0.0,1.180334,21.214417,21.096827,2.165617,0.656322,5.058908,1.01073,2.016594,1.981731,155.937135,3.395775,-0.198565,0.021271,4.494682,29.033846,-1.076371,4.313301,114.791858,279388.078233,2048.235034,0.000983,21.297615,90.053009,0.703735,0.0,0.0,0.341193,23.378534,24.121517,5.715608482602343,-0.6779470000000001,464
1397716,1397534,1016,54,1000,5.718053,-0.674641,y,176695310,61625.084617,2045,34.0,30.0,4.532356,0.847673,0.748787,0.0,1.362427,20.833984,17.3,2.0179,0.361724,4.818417,0.824174,2.020253,1.776291,155.984975,3.610864,-0.289658,0.4534,4.628598,38.943457,-0.862773,4.527916,102.775462,252370.446335,4033.208808,0.001647,57.779247,100.297076,0.54776,0.0,0.0,0.048077,4.691633,21.620985,5.720497517397657,-0.6779470000000001,465
1397731,1397549,1016,54,1000,5.718053,-0.674641,y,176695892,61625.091345,2045,34.0,30.0,4.518534,0.832777,0.736543,0.0,1.322757,20.86591,17.3,2.01966,0.387243,4.860806,0.85718,2.01661,1.77513,155.9852,3.612167,-0.290076,0.418246,4.609031,39.013979,-0.898546,4.497811,102.692612,252264.499181,4048.678225,0.001652,55.354801,98.140981,0.54776,0.0,0.0,0.048198,4.812519,21.647375,5.720497517397657,-0.6779470000000001,466
1398694,1398512,1016,54,1000,5.718053,-0.674641,y,176780758,61626.073588,2046,34.0,30.0,4.544395,0.783224,0.69581,0.125,1.416831,20.555389,17.3,1.76646,0.081841,4.766135,0.783556,2.026102,1.568566,155.999776,3.837816,-0.367121,0.726049,4.674423,49.303772,-0.801949,4.566782,90.797844,242833.110927,8001.933811,0.002576,101.130352,103.18714,0.44966,0.0,0.0,0.048077,4.573303,21.697048,5.7253865521929725,-0.6779470000000001,467
1398741,1398559,1016,54,1000,5.718053,-0.674641,r,176782810,61626.097344,2046,34.0,30.0,4.523837,0.786919,0.698847,0.125,1.276525,20.657937,20.674988,1.725385,0.124963,4.915804,0.900084,2.013541,1.564953,155.999709,3.842075,-0.368101,0.601158,4.606978,49.550691,-0.928297,4.461496,90.514877,242839.79335,8097.856118,0.002602,90.32731,95.575623,0.44966,0.0,0.0,0.054771,4.794524,24.176694,5.7253865521929725,-0.6779470000000001,468
1398772,1398590,1016,54,1000,5.718053,-0.674641,r,176784028,61626.111439,2046,34.0,30.0,5.242773,0.763097,0.679266,0.125,1.212772,20.714398,20.732411,1.704062,0.158945,5.004609,0.969423,2.01331,1.562737,155.999668,3.844736,-0.368651,0.527538,4.568822,49.697117,-1.001604,4.385266,90.347081,242846.852483,8157.269902,0.002617,84.53887,91.943567,0.44966,0.0,0.0,0.054771,4.81716,24.245091,5.7253865521929725,-0.6779470000000001,469
1405473,1405289,1016,54,1000,5.718053,-0.674641,i,178762079,61649.005553,2069,34.0,30.0,4.552283,1.104481,0.959883,0.125,1.45462,21.276629,19.916629,1.646339,-0.055821,4.733154,0.757996,2.030492,2.51386,147.794162,2.821331,0.087575,-0.338293,4.614432,0.210135,-0.392502,4.654742,174.745222,392898.845468,354.128341,1.4e-05,0.0,105.149648,0.718403,0.0,0.0,0.048198,4.533163,23.277119,5.7571639978400455,-0.674641,470
1405502,1405318,1016,54,1000,5.718053,-0.674641,i,178763213,61649.018672,2069,34.0,30.0,5.251959,1.063131,0.925894,0.125,1.364995,21.326433,19.966433,1.638424,-0.019193,4.815808,0.822143,2.020511,2.511178,147.785915,2.824848,0.08594,-0.405328,4.569845,0.223612,-0.463442,4.610536,174.579219,392314.261873,357.274563,1.5e-05,0.0,100.435225,0.718403,0.0,0.0,0.048198,4.705992,23.351018,5.7571639978400455,-0.674641,471
1407309,1407125,1016,54,1000,5.718053,-0.674641,r,178934115,61650.996712,2071,34.0,30.0,4.556369,1.225943,1.059725,0.0,1.480585,21.213203,20.971454,1.671528,-0.041819,4.711856,0.741522,2.033594,2.096529,146.519721,3.277408,-0.142794,0.189032,4.656188,7.650218,-0.34076,4.670398,147.886387,300527.479468,1402.632293,0.000145,4.998128,106.477089,0.768385,0.0,0.0,0.048198,4.492851,23.805711,5.686275554352928,-0.671335,472
1407354,1407170,1016,54,1000,5.718053,-0.674641,r,178935870,61651.017017,2071,34.0,30.0,6.782079,1.155725,1.002006,0.0,1.341962,21.296714,21.055594,1.556688,-0.087598,4.839785,0.840805,2.018286,2.092363,146.506371,3.281878,-0.144746,0.083769,4.59351,7.776039,-0.450581,4.602448,147.616181,299700.87961,1422.038919,0.000148,4.032376,99.189964,0.768385,0.0,0.0,0.048077,4.743999,23.926071,5.686275554352928,-0.671335,473
1414271,1414081,1016,54,1000,5.718053,-0.674641,z,180834182,61672.988227,2093,34.0,30.0,4.52569,0.891156,0.78453,0.5,1.192554,17.276208,17.0,1.530528,0.006933,5.036859,0.994596,2.014963,2.576759,129.82886,1.990051,0.407278,-1.423543,3.775488,31.978152,-0.249398,4.549095,111.127033,406280.770428,287.783127,0.00116,0.0,90.76861,0.653611,0.0,0.0,0.055859,4.747941,21.931576,5.718053000000001,-0.6680280000000001,474
