,obsHistID,sessionID,propID,fieldID,fieldRA,fieldDec,filter,expDate,expMJD,night,visitTime,visitExpTime,finRank,FWHMeff,FWHMgeom,transparency,airmass,vSkyBright,filtSkyBrightness,rotSkyPos,rotTelPos,lst,altitude,azimuth,dist2Moon,solarElong,moonRA,moonDec,moonAlt,moonAZ,moonPhase,sunAlt,sunAz,phaseAngle,rScatter,mieScatter,moonIllum,moonBright,darkBright,rawSeeing,wind,humidity,slewDist,slewTime,fiveSigmaDepth,ditheredRA,ditheredDec,count
127638,127633,1016,54,1000,5.718053,-0.674641,g,14965194,59753.208268,173,34.0,30.0,4.534648,1.160634,1.006041,0.25,1.370996,21.322956,21.732956,1.577808,-0.083137,4.809765,0.817444,2.021122,1.253452,130.682324,0.454572,0.14842,-0.382476,1.620863,28.682174,-1.438846,2.679445,115.236557,265138.55345,22623.620359,0.000962,0.0,100.757384,0.70404,0.0,0.0,0.048198,4.6924,24.241311,5.742498173976573,-0.6614150000000001,0
127675,127670,1016,54,1000,5.718053,-0.674641,g,14966692,59753.225609,173,34.0,30.0,6.563181,1.303756,1.123687,0.25,1.274001,21.381891,21.791891,1.577013,-0.021499,4.91902,0.902585,2.013425,1.257471,130.696484,0.458472,0.150266,-0.292395,1.565339,28.524361,-1.376122,2.187149,115.436644,264595.61803,22325.704195,0.000954,0.0,95.433921,0.859973,0.0,0.0,0.048198,4.965574,24.160844,5.742498173976573,-0.6614150000000001,1
136953,136947,1016,54,1000,5.718053,-0.674641,z,16353504,59769.276675,189,34.0,30.0,4.518763,0.695528,0.623724,0.0,1.025141,20.628852,19.037479,1.309337,0.400184,5.516,1.348874,2.347508,1.617649,142.925846,3.864375,-0.264902,0.064601,4.443167,73.578316,-1.119961,1.766269,61.863982,243334.483068,6805.951436,0.006269,110.348836,80.601314,0.50461,0.0,0.0,0.053179,4.834432,23.21587,5.703385895614057,-0.654803,2
136999,136993,1016,54,1000,5.718053,-0.674641,z,16355480,59769.299544,189,34.0,30.0,7.951576,0.659361,0.593995,0.0,1.012049,20.812797,19.223263,0.893367,0.559059,5.660088,1.416337,2.840454,1.61247,142.942179,3.87008,-0.266483,-0.048607,4.372316,73.808215,-0.99724,1.662396,61.564816,243229.589456,6923.206091,0.00632,81.418639,79.772684,0.46239,0.0,0.0,0.048077,6.938272,23.36435,5.703385895614057,-0.654803,3
137996,137990,1016,54,1000,5.718053,-0.674641,y,16439213,59770.268672,190,34.0,30.0,4.450165,0.782293,0.695045,0.0,1.030291,20.084155,17.3,1.83111,0.837478,5.482783,1.327713,2.28205,1.38291,143.618923,4.10871,-0.351456,0.338353,4.493347,83.010265,-1.162021,1.817678,48.684468,250824.336567,14761.407647,0.008886,234.429486,80.925908,0.633086,0.0,0.0,0.085461,5.469654,21.767917,5.70827493040937,-0.654803,4
141222,141215,1016,54,1000,5.718053,-0.674641,y,16699102,59773.276647,193,34.0,30.0,4.454868,0.752275,0.67037,0.0,1.01707,18.240317,17.3,0.245741,-0.438005,5.58464,1.387332,2.533817,0.656839,145.657502,4.970485,-0.464826,1.029221,4.674976,99.549603,-1.118295,1.787875,7.696212,386503.183598,161863.085112,0.024208,1643.127796,80.091027,0.602145,0.0,0.0,0.087149,5.424064,21.812779,5.722942034795315,-0.654803,5
141229,141222,1016,54,1000,5.718053,-0.674641,y,16699387,59773.279951,193,34.0,30.0,3.959734,0.733888,0.655256,0.0,1.015315,18.242247,17.3,0.228012,-0.372177,5.605454,1.396894,2.605751,0.656357,145.659719,4.971186,-0.464698,1.011827,4.666265,99.554118,-1.101067,1.770299,7.657481,386609.925989,162120.527443,0.02423,1640.178891,79.979821,0.579008,0.0,0.0,0.054771,10.593024,21.839962,5.722942034795315,-0.654803,6
141399,141392,1016,54,1000,5.718053,-0.674641,y,16706089,59773.357515,193,34.0,30.0,4.512628,0.704259,0.630901,0.0,1.061365,18.244784,17.3,5.308724,0.266264,6.094136,1.229091,4.167488,0.644303,145.711675,4.989059,-0.461029,0.60835,4.489061,99.650435,-0.681413,1.489944,6.779068,389271.100616,168695.657848,0.024745,1633.274739,82.868385,0.513673,0.0,0.0,0.055859,4.883018,21.876416,5.722942034795315,-0.654803,7
145491,145484,1016,54,1000,5.718053,-0.674641,y,17047156,59777.305047,197,34.0,30.0,4.011935,1.499563,1.284641,0.125,1.015333,19.159799,17.3,5.548961,-0.133022,5.832378,1.39679,3.678312,0.580456,148.213444,6.057921,-0.180049,1.164506,0.590441,82.22752,-0.9635,1.677102,49.868026,403021.234307,208236.967575,0.008619,658.850372,79.980999,1.456743,0.0,0.0,0.048077,9.988313,21.064121,5.742498173976573,-0.654803,8
145494,145487,1016,54,1000,5.718053,-0.674641,y,17048203,59777.317169,197,34.0,30.0,4.484441,1.389524,1.194189,0.0,1.023429,19.156914,17.3,5.542883,0.133634,5.908751,1.356415,3.907545,0.582319,148.220908,6.05957,-0.178808,1.194537,0.414114,82.121343,-0.897915,1.631407,50.026976,402629.55119,206961.589682,0.008584,660.303534,80.493215,1.330707,0.0,0.0,0.048077,9.785462,21.145411,5.742498173976573,-0.654803,9
145527,145520,1016,54,1000,5.718053,-0.674641,y,17049498,59777.332157,197,34.0,30.0,3.747642,1.482353,1.270494,0.0,1.039296,19.149234,17.3,5.429333,0.241774,6.003181,1.294934,4.075297,0.584633,148.230129,6.061588,-0.177251,1.215986,0.166156,81.989783,-0.816823,1.580826,50.223415,402141.984141,205387.724617,0.008541,664.564138,81.491677,1.416015,0.0,0.0,0.087149,13.174001,21.072341,5.742498173976573,-0.654803,10
145545,145538,1016,54,1000,5.718053,-0.674641,y,17050205,59777.340344,197,34.0,30.0,4.510553,1.477236,1.266288,0.0,1.051037,19.142902,17.3,5.438862,0.340053,6.054766,1.257888,4.133956,0.585905,148.235162,6.062685,-0.176391,1.219245,0.022643,81.917784,-0.771857,1.554777,50.330685,401873.734328,204528.23404,0.008517,668.193686,82.225852,1.400007,0.0,0.0,0.054995,4.892613,21.073982,5.742498173976573,-0.654803,11
145763,145756,1016,54,1000,5.718053,-0.674641,y,17058685,59777.438488,197,34.0,30.0,4.544577,1.042805,0.909186,0.0,1.419577,17.085448,17.0,6.07099,1.473754,0.389924,0.781631,4.256771,0.601841,148.295186,6.076301,-0.16557,0.907215,5.163519,81.047689,-0.246939,1.282912,51.614181,398487.747307,194055.871227,0.008239,791.807467,103.330968,0.729707,0.0,0.0,0.048198,4.580257,21.237192,5.742498173976573,-0.654803,12
146832,146825,1016,54,1000,5.718053,-0.674641,y,17145321,59778.441222,198,34.0,30.0,4.552266,1.40067,1.203351,0.25,1.459328,17.164979,17.0,6.117955,1.539007,0.424355,0.754947,4.252135,0.811757,148.893068,0.014964,-0.057896,0.96196,5.514999,71.544501,-0.23159,1.278221,64.475944,351339.684613,97105.474621,0.005832,437.141331,105.391586,1.04829,0.0,0.0,0.048198,4.508334,20.909705,5.696052343421085,-0.6514960000000001,13
147460,147453,1016,54,1000,5.718053,-0.674641,z,17215051,59779.248287,199,34.0,30.0,4.233531,1.093067,0.950501,0.125,1.026161,20.317814,18.644748,0.948641,0.020488,5.509174,1.344513,2.332522,0.99496,149.360913,0.201325,0.028491,0.489289,1.215552,63.366797,-1.257029,2.051738,74.494199,310760.724231,53066.996787,0.004365,173.628524,80.665644,0.969753,0.0,0.0,0.048198,7.595243,22.534023,5.700941378216399,-0.6514960000000001,14
147496,147489,1016,54,1000,5.718053,-0.674641,z,17216568,59779.265844,199,34.0,30.0,6.709642,1.095372,0.952396,0.125,1.014233,20.30852,18.634009,0.666748,0.131938,5.619791,1.403074,2.662768,0.998128,149.371183,0.204002,0.030377,0.574264,1.138331,63.186141,-1.169108,1.895955,74.708924,310098.701915,52515.374257,0.004337,176.568905,79.911236,0.98064,0.0,0.0,0.085461,5.393092,22.527325,5.700941378216399,-0.6514960000000001,15
159093,159085,1016,54,1000,5.718053,-0.674641,u,18239758,59791.108313,211,34.0,30.0,4.528303,1.080513,0.940182,0.0,1.347676,21.336588,21.996588,1.647706,2.6e-05,4.833717,0.83608,2.018819,2.699103,154.682721,2.744882,0.257803,-0.572884,4.687492,5.612883,-1.002812,4.471781,152.590908,429916.297318,192.229414,0.000102,0.0,99.500183,0.597922,0.0,0.0,0.048198,4.747248,23.049245,5.713163965204686,-0.64819,16
159993,159985,1016,54,1000,5.718053,-0.674641,r,18413381,59793.117837,213,34.0,30.0,4.522661,1.268277,1.094524,0.5,1.266911,21.386439,21.106439,1.452691,-0.140349,4.928131,0.909707,2.013137,2.350196,155.213445,3.143426,0.07354,-0.22171,4.66813,18.010947,-1.048721,4.403167,129.775496,356001.148602,607.564795,0.000458,0.0,95.034933,0.901352,0.0,0.0,0.054771,4.79771,23.857941,5.722942034795315,-0.64819,17
160032,160024,1016,54,1000,5.718053,-0.674641,r,18415157,59793.1384,213,34.0,30.0,6.942658,1.058742,0.922286,0.5,1.180259,21.444955,21.164955,1.38637,-0.122835,5.057685,1.010831,2.016606,2.345789,155.218291,3.147955,0.071385,-0.328285,4.600784,18.171231,-1.152285,4.255714,129.536925,354991.855219,616.459014,0.000464,0.0,90.048619,0.757869,0.0,0.0,0.054771,4.83034,24.091621,5.722942034795315,-0.64819,18
160186,160178,1016,54,1000,5.718053,-0.674641,i,18425310,59793.255909,213,34.0,30.0,4.372902,1.073583,0.934485,0.125,1.013054,21.575643,20.215643,5.552855,-0.287007,5.798035,1.410093,3.539787,2.318561,155.245962,3.177387,0.059294,-0.891192,4.053237,19.099088,-1.188493,2.09901,128.171559,348762.197217,674.381662,0.0005,0.0,79.836451,0.917812,0.0,0.0,0.048198,6.206018,23.492241,5.722942034795315,-0.64819,19
160236,160228,1016,54,1000,5.718053,-0.674641,i,18427645,59793.282932,213,34.0,30.0,7.847457,1.124813,0.976596,0.125,1.032615,21.558967,20.198967,5.299234,0.040316,5.968294,1.318797,4.024041,2.311929,155.252294,3.184794,0.056574,-0.990449,3.833735,19.315309,-1.05493,1.889077,127.857072,347247.922649,689.296164,0.000509,0.0,81.072155,0.958098,0.0,0.0,0.085461,14.986336,23.431922,5.722942034795315,-0.64819,20
165465,165456,1016,54,1000,5.718053,-0.674641,z,19111122,59801.193545,221,34.0,30.0,3.88176,0.803561,0.712527,0.0,1.021651,18.518209,17.260848,0.970113,0.138135,5.542739,1.364559,2.409701,0.548498,155.965123,5.117474,-0.455302,1.189708,4.799088,94.875716,-1.311636,3.304764,26.166765,409638.152422,231384.415318,0.015528,1253.701692,80.38091,0.643199,0.0,0.0,0.096576,11.508305,22.185541,5.718053000000001,-0.701092,21
165499,165490,1016,54,1000,5.718053,-0.674641,z,19112481,59801.209276,221,34.0,30.0,6.411146,0.898583,0.790635,0.0,1.012898,18.524381,17.268598,0.758508,0.329619,5.64185,1.411044,2.756195,0.54657,155.964375,5.120575,-0.4545,1.106688,4.741865,94.958789,-1.309507,2.931317,25.950061,410030.889457,232860.851056,0.01561,1246.694021,79.826567,0.760782,0.0,0.0,0.128655,6.212209,22.068655,5.718053000000001,-0.701092,22
169372,169363,1016,54,1000,5.718053,-0.674641,y,19451733,59805.135807,225,34.0,30.0,4.511708,0.633354,0.572617,0.0,1.091817,18.80082,17.3,2.034681,0.683866,5.24778,1.157758,2.061097,0.672983,155.490693,6.159568,-0.131726,0.631752,1.330207,93.610597,-1.108535,4.159436,29.283293,382911.833623,153469.930131,0.014397,943.597118,84.745371,0.395765,0.0,0.0,0.054771,4.874114,21.98615,5.737609139181259,-0.701092,23
172151,172142,1016,54,1000,5.718053,-0.674641,g,19705255,59808.070087,228,34.0,30.0,4.522993,0.819655,0.725756,0.0,1.301449,21.364602,21.774602,1.281855,-0.336476,4.885326,0.876301,2.014996,1.310388,154.793765,0.503985,0.18026,-0.375294,1.577441,70.264666,-0.768134,4.522868,66.09049,258018.971123,18750.293506,0.005574,0.0,96.965711,0.439303,0.0,0.0,0.054771,4.786582,24.651557,5.705830413011714,-0.697786,24
172184,172175,1016,54,1000,5.718053,-0.674641,g,19706581,59808.08544,228,34.0,30.0,4.642151,0.763862,0.679895,0.0,1.228157,21.411924,21.821924,1.272138,-0.287867,4.982055,0.951402,2.012737,1.31408,154.789359,0.507555,0.181965,-0.295653,1.529394,70.118354,-0.848918,4.455165,66.27376,257600.771986,18523.325309,0.005545,0.0,92.830211,0.411546,0.0,0.0,0.193157,12.050714,24.763804,5.705830413011714,-0.697786,25
173310,173301,1016,54,1000,5.718053,-0.674641,r,19801763,59809.187077,229,34.0,30.0,3.960987,0.704094,0.630765,0.0,1.013036,20.936609,20.981615,0.738356,0.296677,5.639614,1.410203,2.744855,1.546231,154.456029,0.737537,0.282508,0.016021,1.232299,59.377286,-1.26335,3.39256,79.19041,242970.181679,8613.636899,0.00378,63.983798,79.835301,0.472733,0.0,0.0,0.087149,10.578075,24.473231,5.71071944780703,-0.697786,26
173352,173343,1016,54,1000,5.718053,-0.674641,r,19803530,59809.207529,229,34.0,30.0,6.441258,0.688881,0.61826,0.0,1.011728,20.892332,20.936799,0.314704,0.602338,5.768466,1.41839,3.400934,1.550451,154.449489,0.741393,0.284683,0.115417,1.164862,59.175181,-1.267874,2.972725,79.426098,242926.781717,8494.58374,0.003752,70.053121,79.752284,0.455047,0.0,0.0,0.048077,7.455402,24.476627,5.71071944780703,-0.697786,27
177007,176998,1016,54,1000,5.718053,-0.674641,i,20145264,59813.162779,233,34.0,30.0,4.469973,0.797111,0.707225,0.0,1.020102,21.569588,20.209588,1.380612,0.590989,5.555339,1.371949,2.444616,2.321632,152.959652,1.614477,0.473348,-0.872153,1.444141,22.645089,-1.186997,3.765547,123.168166,349463.88349,667.585512,0.000653,0.0,80.282946,0.609821,0.0,0.0,0.053179,5.280197,23.812015,5.730275586988286,-0.697786,28
177049,177040,1016,54,1000,5.718053,-0.674641,i,20146951,59813.182313,233,34.0,30.0,6.49085,0.795601,0.705984,0.0,1.011423,21.577052,20.217052,1.022282,0.789453,5.678409,1.420368,2.931475,2.32643,152.951203,1.620171,0.474089,-0.77209,1.400101,22.491232,-1.235005,3.450935,123.379045,350560.758726,657.1043,0.000646,0.0,79.732904,0.61283,0.0,0.0,0.048077,5.454423,23.818409,5.730275586988286,-0.697786,29
178510,178501,1016,54,1000,5.718053,-0.674641,u,20566959,59818.043509,238,34.0,30.0,4.512202,0.965625,0.845744,0.0,1.297605,21.366994,22.026994,2.019257,0.403582,4.889903,0.879865,2.014738,2.739769,150.577209,2.679226,0.283057,-0.689272,4.650788,0.240857,-0.606521,4.554973,174.373913,436878.213394,168.101082,1.5e-05,0.0,96.75238,0.527215,0.0,0.0,0.048198,4.886731,23.204968,5.703385895614057,-0.6944790000000001,30
181729,181716,1016,54,1000,5.718053,-0.674641,r,20839614,59821.199242,241,34.0,30.0,3.277642,0.829053,0.733482,0.125,1.025254,21.565196,21.285196,0.381112,1.292426,5.922693,1.348389,3.937388,2.173422,148.773636,3.317583,-0.014775,-0.825661,3.995262,8.593591,-1.200005,3.107659,145.906934,316430.802136,1088.435637,0.000167,0.0,80.608406,0.607688,0.0,0.0,0.1656,19.996485,24.430987,5.718053000000001,-0.6944790000000001,31
181778,181765,1016,54,1000,5.718053,-0.674641,r,20841797,59821.224506,241,34.0,30.0,8.522381,0.7897,0.701133,0.125,1.058005,21.537912,21.257912,0.246803,1.470781,6.081861,1.238133,4.157868,2.166972,148.758393,3.324588,-0.017329,-0.91411,3.802769,8.740385,-1.166589,2.696451,145.607993,315054.329219,1111.837362,0.00017,0.0,82.659724,0.548318,0.0,0.0,0.055859,4.887059,24.467402,5.718053000000001,-0.6944790000000001,32
184592,184579,1016,54,1000,5.718053,-0.674641,i,21100602,59824.219938,244,34.0,30.0,4.285799,0.879424,0.774887,0.0,1.064311,21.532783,20.172783,5.385876,0.357076,6.104693,1.221391,4.175103,1.52194,146.890075,3.958619,-0.306481,-0.300653,4.134305,33.718066,-1.157345,2.770716,109.004274,243378.352154,9332.145328,0.001272,0.0,83.051124,0.678855,0.0,0.0,0.111961,7.058817,23.683771,5.732720104385944,-0.6944790000000001,33
184637,184624,1016,54,1000,5.718053,-0.674641,i,21102583,59824.242865,244,34.0,30.0,7.832992,0.736793,0.657644,0.0,1.115458,21.492576,20.132576,5.284584,0.408818,6.249143,1.111794,4.243207,1.516186,146.875163,3.965239,-0.307892,-0.396208,4.038325,33.956451,-1.094833,2.470899,108.715606,243514.484797,9510.929188,0.001288,0.0,86.184354,0.48985,0.0,0.0,0.087771,7.076783,23.852036,5.732720104385944,-0.6944790000000001,34
185089,185076,1016,54,1000,5.718053,-0.674641,z,21169480,59825.01714,245,34.0,30.0,4.523456,0.809882,0.717723,0.0,1.337867,20.693443,18.86273,1.983021,0.341205,4.844187,0.844232,2.017914,1.335488,146.371396,4.153534,-0.374651,0.934063,4.788469,42.27226,-0.450906,4.600557,98.890977,255284.161699,17260.56466,0.001917,80.954629,98.96712,0.497637,0.0,0.0,0.054771,4.77571,22.943985,5.737609139181259,-0.6944790000000001,35
185116,185103,1016,54,1000,5.718053,-0.674641,z,21170539,59825.029388,245,34.0,30.0,5.166964,1.028058,0.897064,0.0,1.272206,20.737647,18.90782,1.947202,0.350061,4.921357,0.904375,2.013347,1.333529,146.363303,4.155678,-0.375249,0.869573,4.745305,42.407314,-0.51672,4.557071,98.734367,255488.392973,17372.424619,0.001928,77.410627,95.333001,0.758542,0.0,0.0,0.111961,5.567471,22.711492,5.737609139181259,-0.6944790000000001,36
187062,187047,1016,54,1000,5.718053,-0.674641,z,21345430,59827.053598,247,34.0,30.0,4.19626,0.878821,0.774391,0.0,1.152812,19.935593,18.27684,1.643285,0.17079,5.108293,1.050046,2.022713,0.868221,145.005854,4.696729,-0.469174,1.20527,4.771571,65.155924,-0.640697,4.447453,72.354997,338488.473633,80605.666688,0.004652,273.171517,88.426153,0.659886,0.0,0.0,0.090912,7.964105,22.581675,5.691164589148242,-0.691173,37
187100,187085,1016,54,1000,5.718053,-0.674641,z,21346999,59827.071755,247,34.0,30.0,5.256391,0.893039,0.786078,0.0,1.101786,19.97452,18.317369,1.493469,0.116746,5.22269,1.137576,2.050774,0.865591,144.993368,4.700127,-0.469143,1.109422,4.709536,65.356112,-0.733747,4.366235,72.114112,339082.95949,81307.876679,0.004685,263.508827,85.354094,0.702833,0.0,0.0,0.238803,22.927388,22.587745,5.691164589148242,-0.691173,38
189767,189752,1016,54,1000,5.718053,-0.674641,r,22032449,59835.005203,255,34.0,30.0,4.523487,0.721996,0.645481,0.0,1.257139,21.392765,21.112765,1.515626,-0.069607,4.941011,0.919765,2.012834,1.213931,139.242634,0.407828,0.138156,-0.223747,1.539978,91.410975,-0.366282,4.572216,34.08373,270789.202835,25773.433612,0.012805,0.0,94.482843,0.385383,0.0,0.0,0.054995,4.777081,24.473766,5.730275586988286,-0.691173,39
189800,189785,1016,54,1000,5.718053,-0.674641,r,22033737,59835.02011,255,34.0,30.0,5.24739,0.71453,0.639344,0.0,1.193723,20.701305,20.421305,1.486458,-0.03845,5.034929,0.99309,2.014834,1.217452,139.231245,0.411162,0.139875,-0.14646,1.493596,91.320988,-0.446035,4.519131,34.267301,270263.282971,25475.850175,0.012747,87.786689,90.836851,0.402662,0.0,0.0,0.054995,4.742816,24.173047,5.730275586988286,-0.691173,40
196058,196039,1016,54,1000,5.718053,-0.674641,i,22724148,59843.010977,263,34.0,30.0,4.516302,0.661699,0.595917,0.0,1.149272,21.467286,20.107286,1.381846,-0.085353,5.115009,1.055441,2.023816,2.730009,132.929258,2.183321,0.43156,-1.361336,4.285389,21.84632,-0.379377,4.495482,124.268625,435253.582256,173.600343,0.000617,0.0,88.215382,0.378595,0.0,0.0,0.054771,4.844241,23.953548,5.70827493040937,-0.687867,41
196088,196069,1016,54,1000,5.718053,-0.674641,i,22725324,59843.024586,263,34.0,30.0,5.243819,0.7426,0.662417,0.0,1.110054,21.49671,20.13671,1.360913,-0.03495,5.200749,1.121744,2.043853,2.732443,132.918153,2.187573,0.430889,-1.421248,4.037812,21.739291,-0.451046,4.444479,124.417165,435661.63751,172.211974,0.000612,0.0,85.856814,0.49943,0.0,0.0,0.054771,4.864077,23.845983,5.70827493040937,-0.687867,42
200567,200548,1016,54,1000,5.718053,-0.674641,u,23425203,59851.125039,271,34.0,30.0,3.844519,1.012504,0.884278,0.625,1.033186,21.558487,22.218487,5.498119,0.246183,5.971269,1.316661,4.029192,1.594748,126.180067,3.881204,-0.281156,-0.275584,4.190344,11.878387,-0.881063,3.814656,139.679092,242963.372166,7339.920627,0.000253,0.0,81.108044,0.676912,0.0,0.0,0.147081,11.959186,23.337664,5.747385928249416,-0.687867,43
201171,201150,1016,54,1000,5.718053,-0.674641,y,23585908,59852.985053,273,34.0,30.0,4.52908,0.829716,0.734027,0.0,1.144914,17.266898,17.0,1.46532,0.004851,5.123706,1.062202,2.025298,1.165292,124.596847,4.341357,-0.424422,0.872242,4.665424,28.215233,-0.218103,4.518069,115.829548,278481.618412,30258.15168,0.000936,38.877443,87.955429,0.628685,0.0,0.0,0.055859,4.713379,21.534816,5.691164589148242,-0.6845600000000001,44
206684,206661,1016,54,1000,5.718053,-0.674641,y,24196310,59860.049891,280,34.0,30.0,4.496972,0.7938,0.704504,0.25,1.012363,18.689004,17.3,0.785097,0.411998,5.652627,1.414357,2.805816,0.696112,118.485273,6.181789,-0.118392,0.927304,0.988987,96.009808,-0.528974,4.215692,23.045223,377721.164527,142197.98243,0.016745,1060.101342,79.792624,0.658172,0.0,0.0,0.048198,5.006079,21.75529,5.7253865521929725,-0.6845600000000001,45
206709,206686,1016,54,1000,5.718053,-0.674641,y,24197337,59860.061782,280,34.0,30.0,4.435442,0.861367,0.760044,0.25,1.010898,18.682708,17.3,0.567512,0.621182,5.727548,1.423829,3.190105,0.698061,118.474818,6.183446,-0.117137,0.977681,0.898314,96.062152,-0.584738,4.157828,22.891514,377281.600768,141286.793635,0.016807,1066.823746,79.699611,0.74284,0.0,0.0,0.096576,5.576808,21.666861,5.7253865521929725,-0.6845600000000001,46
206729,206706,1016,54,1000,5.718053,-0.674641,y,24198144,59860.071114,280,34.0,30.0,4.127249,0.762924,0.679124,0.25,1.01245,18.67609,17.3,0.431399,0.8143,5.786345,1.413815,3.486104,0.699583,118.46661,6.184721,-0.116146,1.014547,0.817947,96.102989,-0.626946,4.109211,22.770909,376938.166737,140579.373931,0.016856,1073.735091,79.798121,0.618651,0.0,0.0,0.054995,8.681815,21.798349,5.7253865521929725,-0.6845600000000001,47
209410,209387,1016,54,1000,5.718053,-0.674641,z,24460978,59863.113173,283,34.0,30.0,4.511261,0.650957,0.587087,0.25,1.063853,19.221869,18.025159,3.554431,-1.476434,6.10294,1.222574,4.173966,1.369267,115.79516,0.554545,0.213819,0.546268,0.873762,98.067924,-0.782038,3.822252,15.979871,252010.873376,15440.809695,0.019847,614.754924,83.022755,0.422866,0.0,0.0,0.055859,4.880059,22.78979,5.740053656578915,-0.6845600000000001,48
209442,209419,1016,54,1000,5.718053,-0.674641,z,24462304,59863.128519,283,34.0,30.0,5.469251,0.67476,0.606653,0.25,1.095739,19.178487,17.980928,3.439424,-1.482342,6.199628,1.149667,4.226444,1.371989,115.78152,0.55675,0.215508,0.605318,0.789109,98.023209,-0.830469,3.702879,16.164951,251767.780768,15302.768083,0.019759,641.237765,84.985144,0.439695,0.0,0.0,0.055859,4.845917,22.726735,5.740053656578915,-0.6845600000000001,49
210303,210280,1016,54,1000,5.718053,-0.674641,i,24549968,59864.143153,284,34.0,30.0,4.527051,0.811785,0.719287,0.0,1.142915,19.528677,18.966074,5.081996,0.256111,0.02584,1.065347,4.257159,1.591091,114.885778,0.776468,0.308013,0.465974,0.814769,94.025575,-0.862694,3.571773,28.295872,242926.308777,7429.005555,0.014747,438.172709,87.836017,0.563841,0.0,0.0,0.053179,4.742946,23.184935,5.744941410851759,-0.6845600000000001,50
213462,213437,1016,54,1000,5.718053,-0.674641,r,24978493,59869.102934,289,34.0,30.0,4.263681,0.776303,0.690121,0.25,1.07554,21.523745,21.243745,5.234854,0.251115,6.141648,1.193779,4.198622,2.558767,110.477686,1.917427,0.475751,-0.632134,1.338582,55.274972,-0.717442,3.857796,83.944057,402522.820851,305.377148,0.003247,0.0,83.745361,0.525085,0.0,0.0,0.087771,7.276155,24.477389,5.698496860818743,-0.681254,51
213496,213471,1016,54,1000,5.718053,-0.674641,r,24980052,59869.120981,289,34.0,30.0,3.424341,0.831294,0.735324,0.125,1.117141,21.491293,21.211293,5.226531,0.354228,6.255351,1.108753,4.244322,2.562666,110.461432,1.922298,0.476029,-0.541184,1.299002,55.105194,-0.775736,3.731038,84.139665,403342.363967,301.475111,0.003227,0.0,86.286252,0.564576,0.0,0.0,0.431331,38.112451,24.383183,5.698496860818743,-0.681254,52
224570,224540,1016,54,1000,5.718053,-0.674641,i,26184219,59883.0581,303,34.0,30.0,4.291174,0.550999,0.504921,0.0,1.062975,20.582574,19.535271,5.282507,0.247622,6.100014,1.224857,4.171738,0.545255,97.866746,5.118735,-0.459609,0.712701,4.536697,36.696706,-0.480712,4.042537,105.430297,410298.186066,233872.796181,0.001479,116.29691,82.968287,0.228738,0.0,0.0,0.048198,6.998952,23.889503,5.691164589148242,-0.6779470000000001,53
224616,224586,1016,54,1000,5.718053,-0.674641,i,26186186,59883.080857,303,34.0,30.0,7.786943,0.590756,0.537601,0.0,1.113062,20.551973,19.506335,5.429631,0.548827,6.243392,1.116168,4.241546,0.542178,97.845877,5.123851,-0.458072,0.595157,4.487055,36.950321,-0.572767,3.922312,105.129026,410922.40578,236258.654148,0.001497,118.92209,86.039245,0.291786,0.0,0.0,0.048198,6.092183,23.794943,5.691164589148242,-0.6779470000000001,54
235853,235821,1016,54,1000,5.718053,-0.674641,u,28087021,59905.081268,325,34.0,30.0,4.527466,1.260187,1.087874,0.0,1.368426,21.324442,21.984442,4.95618,0.332521,0.341255,0.819448,4.262326,1.765567,77.673261,3.713403,-0.206046,-0.80407,3.469871,4.369488,-0.48508,3.853998,155.868598,251413.176946,4178.415247,7.9e-05,0.0,100.619521,0.721138,0.0,0.0,0.054995,4.740573,22.86838,5.718053000000001,-0.674641,55
245888,245856,1016,54,1000,5.718053,-0.674641,z,29292983,59919.039165,339,34.0,30.0,4.525598,0.892956,0.78601,0.0,1.344787,17.130185,17.0,4.867141,0.229928,0.316828,0.83846,4.264637,1.643012,64.916694,0.828787,0.329593,0.58184,0.588134,95.833418,-0.2762,4.037325,23.556221,244024.606525,6259.774479,0.01654,594.27859,99.343463,0.586099,0.0,0.0,0.048198,4.749856,21.918729,5.705830413011714,-0.671335,56
245936,245904,1016,54,1000,5.718053,-0.674641,z,29294892,59919.061256,339,34.0,30.0,7.295259,1.041297,0.907946,0.0,1.498335,19.109634,17.872139,4.955209,0.392659,0.456013,0.730726,4.247446,1.646451,64.896568,0.831751,0.331599,0.638336,0.446757,95.921364,-0.365874,3.941124,23.302766,244140.68961,6189.167466,0.016641,666.394617,107.374742,0.67206,0.0,0.0,0.136393,9.010632,22.17375,5.705830413011714,-0.671335,57
333468,333428,1016,54,1000,5.718053,-0.674641,z,39952121,60042.408815,462,34.0,30.0,4.548367,0.868825,0.766174,0.0,1.421733,17.129351,17.0,1.222158,-0.464829,4.761714,0.780127,2.026661,1.59654,64.686461,3.865221,-0.29592,0.724567,4.777721,94.447681,-0.274867,1.584954,27.257948,242983.759871,7296.677419,0.015123,593.857816,103.443781,0.528985,0.0,0.0,0.048077,4.563887,21.943087,5.737609139181259,-0.6944790000000001,58
