,obsHistID,sessionID,propID,fieldID,fieldRA,fieldDec,filter,expDate,expMJD,night,visitTime,visitExpTime,finRank,FWHMeff,FWHMgeom,transparency,airmass,vSkyBright,filtSkyBrightness,rotSkyPos,rotTelPos,lst,altitude,azimuth,dist2Moon,solarElong,moonRA,moonDec,moonAlt,moonAZ,moonPhase,sunAlt,sunAz,phaseAngle,rScatter,mieScatter,moonIllum,moonBright,darkBright,rawSeeing,wind,humidity,slewDist,slewTime,fiveSigmaDepth,ditheredRA,ditheredDec,count,cmap_visit_value,RA_upper,RA_lower,Dec_upper,Dec_lower
2225470,145756,1016,54,1000,5.718053,-0.674641,y,17058685,59777.438488,197,34.0,30.0,4.544577,1.042805,0.909186,0.0,1.419577,17.085448,17.0,6.07099,1.473754,0.389924,0.781631,4.256771,0.601841,148.295186,6.076301,-0.16557,0.907215,5.163519,81.047689,-0.246939,1.282912,51.614181,398487.747307,194055.871227,0.008239,791.807467,103.330968,0.729707,0.0,0.0,0.048198,4.580257,21.237192,5.742498,-0.654803,12,0.25563726156648575,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225471,146825,1016,54,1000,5.718053,-0.674641,y,17145321,59778.441222,198,34.0,30.0,4.552266,1.40067,1.203351,0.25,1.459328,17.164979,17.0,6.117955,1.539007,0.424355,0.754947,4.252135,0.811757,148.893068,0.014964,-0.057896,0.96196,5.514999,71.544501,-0.23159,1.278221,64.475944,351339.684613,97105.474621,0.005832,437.141331,105.391586,1.04829,0.0,0.0,0.048198,4.508334,20.909705,5.696052,-0.651496,13,0.2630232783728262,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225472,147453,1016,54,1000,5.718053,-0.674641,z,17215051,59779.248287,199,34.0,30.0,4.233531,1.093067,0.950501,0.125,1.026161,20.317814,18.644748,0.948641,0.020488,5.509174,1.344513,2.332522,0.99496,149.360913,0.201325,0.028491,0.489289,1.215552,63.366797,-1.257029,2.051738,74.494199,310760.724231,53066.996787,0.004365,173.628524,80.665644,0.969753,0.0,0.0,0.048198,7.595243,22.534023,5.700941,-0.651496,14,0.2698994955126404,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225473,147489,1016,54,1000,5.718053,-0.674641,z,17216568,59779.265844,199,34.0,30.0,6.709642,1.095372,0.952396,0.125,1.014233,20.30852,18.634009,0.666748,0.131938,5.619791,1.403074,2.662768,0.998128,149.371183,0.204002,0.030377,0.574264,1.138331,63.186141,-1.169108,1.895955,74.708924,310098.701915,52515.374257,0.004337,176.568905,79.911236,0.98064,0.0,0.0,0.085461,5.393092,22.527325,5.700941,-0.651496,15,0.2763317670743244,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225474,159085,1016,54,1000,5.718053,-0.674641,u,18239758,59791.108313,211,34.0,30.0,4.528303,1.080513,0.940182,0.0,1.347676,21.336588,21.996588,1.647706,2.6e-05,4.833717,0.83608,2.018819,2.699103,154.682721,2.744882,0.257803,-0.572884,4.687492,5.612883,-1.002812,4.471781,152.590908,429916.297318,192.229414,0.000102,0.0,99.500183,0.597922,0.0,0.0,0.048198,4.747248,23.049245,5.713164,-0.64819,16,0.2823739574433363,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225475,159985,1016,54,1000,5.718053,-0.674641,r,18413381,59793.117837,213,34.0,30.0,4.522661,1.268277,1.094524,0.5,1.266911,21.386439,21.106439,1.452691,-0.140349,4.928131,0.909707,2.013137,2.350196,155.213445,3.143426,0.07354,-0.22171,4.66813,18.010947,-1.048721,4.403167,129.775496,356001.148602,607.564795,0.000458,0.0,95.034933,0.901352,0.0,0.0,0.054771,4.79771,23.857941,5.722942,-0.64819,17,0.2880706860539898,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225476,160024,1016,54,1000,5.718053,-0.674641,r,18415157,59793.1384,213,34.0,30.0,6.942658,1.058742,0.922286,0.5,1.180259,21.444955,21.164955,1.38637,-0.122835,5.057685,1.010831,2.016606,2.345789,155.218291,3.147955,0.071385,-0.328285,4.600784,18.171231,-1.152285,4.255714,129.536925,354991.855219,616.459014,0.000464,0.0,90.048619,0.757869,0.0,0.0,0.054771,4.83034,24.091621,5.722942,-0.64819,18,0.29345932904837674,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225477,160178,1016,54,1000,5.718053,-0.674641,i,18425310,59793.255909,213,34.0,30.0,4.372902,1.073583,0.934485,0.125,1.013054,21.575643,20.215643,5.552855,-0.287007,5.798035,1.410093,3.539787,2.318561,155.245962,3.177387,0.059294,-0.891192,4.053237,19.099088,-1.188493,2.09901,128.171559,348762.197217,674.381662,0.0005,0.0,79.836451,0.917812,0.0,0.0,0.048198,6.206018,23.492241,5.722942,-0.64819,19,0.2985715069070983,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225478,160228,1016,54,1000,5.718053,-0.674641,i,18427645,59793.282932,213,34.0,30.0,7.847457,1.124813,0.976596,0.125,1.032615,21.558967,20.198967,5.299234,0.040316,5.968294,1.318797,4.024041,2.311929,155.252294,3.184794,0.056574,-0.990449,3.833735,19.315309,-1.05493,1.889077,127.857072,347247.922649,689.296164,0.000509,0.0,81.072155,0.958098,0.0,0.0,0.085461,14.986336,23.431922,5.722942,-0.64819,20,0.3034342087469493,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225479,165456,1016,54,1000,5.718053,-0.674641,z,19111122,59801.193545,221,34.0,30.0,3.88176,0.803561,0.712527,0.0,1.021651,18.518209,17.260848,0.970113,0.138135,5.542739,1.364559,2.409701,0.548498,155.965123,5.117474,-0.455302,1.189708,4.799088,94.875716,-1.311636,3.304764,26.166765,409638.152422,231384.415318,0.015528,1253.701692,80.38091,0.643199,0.0,0.0,0.096576,11.508305,22.185541,5.718053,-0.701092,21,0.30807065483128987,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225480,165490,1016,54,1000,5.718053,-0.674641,z,19112481,59801.209276,221,34.0,30.0,6.411146,0.898583,0.790635,0.0,1.012898,18.524381,17.268598,0.758508,0.329619,5.64185,1.411044,2.756195,0.54657,155.964375,5.120575,-0.4545,1.106688,4.741865,94.958789,-1.309507,2.931317,25.950061,410030.889457,232860.851056,0.01561,1246.694021,79.826567,0.760782,0.0,0.0,0.128655,6.212209,22.068655,5.718053,-0.701092,22,0.3125009671968555,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225481,169363,1016,54,1000,5.718053,-0.674641,y,19451733,59805.135807,225,34.0,30.0,4.511708,0.633354,0.572617,0.0,1.091817,18.80082,17.3,2.034681,0.683866,5.24778,1.157758,2.061097,0.672983,155.490693,6.159568,-0.131726,0.631752,1.330207,93.610597,-1.108535,4.159436,29.283293,382911.833623,153469.930131,0.014397,943.597118,84.745371,0.395765,0.0,0.0,0.054771,4.874114,21.98615,5.737609,-0.701092,23,0.31674269744844763,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225482,172142,1016,54,1000,5.718053,-0.674641,g,19705255,59808.070087,228,34.0,30.0,4.522993,0.819655,0.725756,0.0,1.301449,21.364602,21.774602,1.281855,-0.336476,4.885326,0.876301,2.014996,1.310388,154.793765,0.503985,0.18026,-0.375294,1.577441,70.264666,-0.768134,4.522868,66.09049,258018.971123,18750.293506,0.005574,0.0,96.965711,0.439303,0.0,0.0,0.054771,4.786582,24.651557,5.70583,-0.697786,24,0.32081124673987227,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225483,172175,1016,54,1000,5.718053,-0.674641,g,19706581,59808.08544,228,34.0,30.0,4.642151,0.763862,0.679895,0.0,1.228157,21.411924,21.821924,1.272138,-0.287867,4.982055,0.951402,2.012737,1.31408,154.789359,0.507555,0.181965,-0.295653,1.529394,70.118354,-0.848918,4.455165,66.27376,257600.771986,18523.325309,0.005545,0.0,92.830211,0.411546,0.0,0.0,0.193157,12.050714,24.763804,5.70583,-0.697786,25,0.32472020333506685,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225484,173301,1016,54,1000,5.718053,-0.674641,r,19801763,59809.187077,229,34.0,30.0,3.960987,0.704094,0.630765,0.0,1.013036,20.936609,20.981615,0.738356,0.296677,5.639614,1.410203,2.744855,1.546231,154.456029,0.737537,0.282508,0.016021,1.232299,59.377286,-1.26335,3.39256,79.19041,242970.181679,8613.636899,0.00378,63.983798,79.835301,0.472733,0.0,0.0,0.087149,10.578075,24.473231,5.710719,-0.697786,26,0.328481616428113,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225485,173343,1016,54,1000,5.718053,-0.674641,r,19803530,59809.207529,229,34.0,30.0,6.441258,0.688881,0.61826,0.0,1.011728,20.892332,20.936799,0.314704,0.602338,5.768466,1.41839,3.400934,1.550451,154.449489,0.741393,0.284683,0.115417,1.164862,59.175181,-1.267874,2.972725,79.426098,242926.781717,8494.58374,0.003752,70.053121,79.752284,0.455047,0.0,0.0,0.048077,7.455402,24.476627,5.710719,-0.697786,27,0.3321062201414073,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225486,176998,1016,54,1000,5.718053,-0.674641,i,20145264,59813.162779,233,34.0,30.0,4.469973,0.797111,0.707225,0.0,1.020102,21.569588,20.209588,1.380612,0.590989,5.555339,1.371949,2.444616,2.321632,152.959652,1.614477,0.473348,-0.872153,1.444141,22.645089,-1.186997,3.765547,123.168166,349463.88349,667.585512,0.000653,0.0,80.282946,0.609821,0.0,0.0,0.053179,5.280197,23.812015,5.730276,-0.697786,28,0.33560361819927176,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225487,177040,1016,54,1000,5.718053,-0.674641,i,20146951,59813.182313,233,34.0,30.0,6.49085,0.795601,0.705984,0.0,1.011423,21.577052,20.217052,1.022282,0.789453,5.678409,1.420368,2.931475,2.32643,152.951203,1.620171,0.474089,-0.77209,1.400101,22.491232,-1.235005,3.450935,123.379045,350560.758726,657.1043,0.000646,0.0,79.732904,0.61283,0.0,0.0,0.048077,5.454423,23.818409,5.730276,-0.697786,29,0.33898243728122157,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225488,178501,1016,54,1000,5.718053,-0.674641,u,20566959,59818.043509,238,34.0,30.0,4.512202,0.965625,0.845744,0.0,1.297605,21.366994,22.026994,2.019257,0.403582,4.889903,0.879865,2.014738,2.739769,150.577209,2.679226,0.283057,-0.689272,4.650788,0.240857,-0.606521,4.554973,174.373913,436878.213394,168.101082,1.5e-05,0.0,96.75238,0.527215,0.0,0.0,0.048198,4.886731,23.204968,5.703386,-0.694479,30,0.3422504552205759,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225489,181716,1016,54,1000,5.718053,-0.674641,r,20839614,59821.199242,241,34.0,30.0,3.277642,0.829053,0.733482,0.125,1.025254,21.565196,21.285196,0.381112,1.292426,5.922693,1.348389,3.937388,2.173422,148.773636,3.317583,-0.014775,-0.825661,3.995262,8.593591,-1.200005,3.107659,145.906934,316430.802136,1088.435637,0.000167,0.0,80.608406,0.607688,0.0,0.0,0.1656,19.996485,24.430987,5.718053,-0.694479,31,0.34541470884290554,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225490,181765,1016,54,1000,5.718053,-0.674641,r,20841797,59821.224506,241,34.0,30.0,8.522381,0.7897,0.701133,0.125,1.058005,21.537912,21.257912,0.246803,1.470781,6.081861,1.238133,4.157868,2.166972,148.758393,3.324588,-0.017329,-0.91411,3.802769,8.740385,-1.166589,2.696451,145.607993,315054.329219,1111.837362,0.00017,0.0,82.659724,0.548318,0.0,0.0,0.055859,4.887059,24.467402,5.718053,-0.694479,32,0.348481585205413,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225491,184579,1016,54,1000,5.718053,-0.674641,i,21100602,59824.219938,244,34.0,30.0,4.285799,0.879424,0.774887,0.0,1.064311,21.532783,20.172783,5.385876,0.357076,6.104693,1.221391,4.175103,1.52194,146.890075,3.958619,-0.306481,-0.300653,4.134305,33.718066,-1.157345,2.770716,109.004274,243378.352154,9332.145328,0.001272,0.0,83.051124,0.678855,0.0,0.0,0.111961,7.058817,23.683771,5.73272,-0.694479,33,0.3514568992119174,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225492,184624,1016,54,1000,5.718053,-0.674641,i,21102583,59824.242865,244,34.0,30.0,7.832992,0.736793,0.657644,0.0,1.115458,21.492576,20.132576,5.284584,0.408818,6.249143,1.111794,4.243207,1.516186,146.875163,3.965239,-0.307892,-0.396208,4.038325,33.956451,-1.094833,2.470899,108.715606,243514.484797,9510.929188,0.001288,0.0,86.184354,0.48985,0.0,0.0,0.087771,7.076783,23.852036,5.73272,-0.694479,34,0.3543459599741811,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225493,185076,1016,54,1000,5.718053,-0.674641,z,21169480,59825.01714,245,34.0,30.0,4.523456,0.809882,0.717723,0.0,1.337867,20.693443,18.86273,1.983021,0.341205,4.844187,0.844232,2.017914,1.335488,146.371396,4.153534,-0.374651,0.934063,4.788469,42.27226,-0.450906,4.600557,98.890977,255284.161699,17260.56466,0.001917,80.954629,98.96712,0.497637,0.0,0.0,0.054771,4.77571,22.943985,5.737609,-0.694479,35,0.3571536278225709,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225494,185103,1016,54,1000,5.718053,-0.674641,z,21170539,59825.029388,245,34.0,30.0,5.166964,1.028058,0.897064,0.0,1.272206,20.737647,18.90782,1.947202,0.350061,4.921357,0.904375,2.013347,1.333529,146.363303,4.155678,-0.375249,0.869573,4.745305,42.407314,-0.51672,4.557071,98.734367,255488.392973,17372.424619,0.001928,77.410627,95.333001,0.758542,0.0,0.0,0.111961,5.567471,22.711492,5.737609,-0.694479,36,0.3598843635038836,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225495,187047,1016,54,1000,5.718053,-0.674641,z,21345430,59827.053598,247,34.0,30.0,4.19626,0.878821,0.774391,0.0,1.152812,19.935593,18.27684,1.643285,0.17079,5.108293,1.050046,2.022713,0.868221,145.005854,4.696729,-0.469174,1.20527,4.771571,65.155924,-0.640697,4.447453,72.354997,338488.473633,80605.666688,0.004652,273.171517,88.426153,0.659886,0.0,0.0,0.090912,7.964105,22.581675,5.691165,-0.691173,37,0.3625422708169579,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225496,187085,1016,54,1000,5.718053,-0.674641,z,21346999,59827.071755,247,34.0,30.0,5.256391,0.893039,0.786078,0.0,1.101786,19.97452,18.317369,1.493469,0.116746,5.22269,1.137576,2.050774,0.865591,144.993368,4.700127,-0.469143,1.109422,4.709536,65.356112,-0.733747,4.366235,72.114112,339082.95949,81307.876679,0.004685,263.508827,85.354094,0.702833,0.0,0.0,0.238803,22.927388,22.587745,5.691165,-0.691173,38,0.3651311337091901,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225497,189752,1016,54,1000,5.718053,-0.674641,r,22032449,59835.005203,255,34.0,30.0,4.523487,0.721996,0.645481,0.0,1.257139,21.392765,21.112765,1.515626,-0.069607,4.941011,0.919765,2.012834,1.213931,139.242634,0.407828,0.138156,-0.223747,1.539978,91.410975,-0.366282,4.572216,34.08373,270789.202835,25773.433612,0.012805,0.0,94.482843,0.385383,0.0,0.0,0.054995,4.777081,24.473766,5.730276,-0.691173,39,0.3676544486756794,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225498,189785,1016,54,1000,5.718053,-0.674641,r,22033737,59835.02011,255,34.0,30.0,5.24739,0.71453,0.639344,0.0,1.193723,20.701305,20.421305,1.486458,-0.03845,5.034929,0.99309,2.014834,1.217452,139.231245,0.411162,0.139875,-0.14646,1.493596,91.320988,-0.446035,4.519131,34.267301,270263.282971,25475.850175,0.012747,87.786689,90.836851,0.402662,0.0,0.0,0.054995,4.742816,24.173047,5.730276,-0.691173,40,0.3701154531571761,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225499,196039,1016,54,1000,5.718053,-0.674641,i,22724148,59843.010977,263,34.0,30.0,4.516302,0.661699,0.595917,0.0,1.149272,21.467286,20.107286,1.381846,-0.085353,5.115009,1.055441,2.023816,2.730009,132.929258,2.183321,0.43156,-1.361336,4.285389,21.84632,-0.379377,4.495482,124.268625,435253.582256,173.600343,0.000617,0.0,88.215382,0.378595,0.0,0.0,0.054771,4.844241,23.953548,5.708275,-0.687867,41,0.37251715051553047,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225500,196069,1016,54,1000,5.718053,-0.674641,i,22725324,59843.024586,263,34.0,30.0,5.243819,0.7426,0.662417,0.0,1.110054,21.49671,20.13671,1.360913,-0.03495,5.200749,1.121744,2.043853,2.732443,132.918153,2.187573,0.430889,-1.421248,4.037812,21.739291,-0.451046,4.444479,124.417165,435661.63751,172.211974,0.000612,0.0,85.856814,0.49943,0.0,0.0,0.054771,4.864077,23.845983,5.708275,-0.687867,42,0.37486233206998903,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225501,200548,1016,54,1000,5.718053,-0.674641,u,23425203,59851.125039,271,34.0,30.0,3.844519,1.012504,0.884278,0.625,1.033186,21.558487,22.218487,5.498119,0.246183,5.971269,1.316661,4.029192,1.594748,126.180067,3.881204,-0.281156,-0.275584,4.190344,11.878387,-0.881063,3.814656,139.679092,242963.372166,7339.920627,0.000253,0.0,81.108044,0.676912,0.0,0.0,0.147081,11.959186,23.337664,5.747386,-0.687867,43,0.37715359659987086,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225502,201150,1016,54,1000,5.718053,-0.674641,y,23585908,59852.985053,273,34.0,30.0,4.52908,0.829716,0.734027,0.0,1.144914,17.266898,17.0,1.46532,0.004851,5.123706,1.062202,2.025298,1.165292,124.596847,4.341357,-0.424422,0.872242,4.665424,28.215233,-0.218103,4.518069,115.829548,278481.618412,30258.15168,0.000936,38.877443,87.955429,0.628685,0.0,0.0,0.055859,4.713379,21.534816,5.691165,-0.68456,44,0.37939336765534476,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225503,206661,1016,54,1000,5.718053,-0.674641,y,24196310,59860.049891,280,34.0,30.0,4.496972,0.7938,0.704504,0.25,1.012363,18.689004,17.3,0.785097,0.411998,5.652627,1.414357,2.805816,0.696112,118.485273,6.181789,-0.118392,0.927304,0.988987,96.009808,-0.528974,4.215692,23.045223,377721.164527,142197.98243,0.016745,1060.101342,79.792624,0.658172,0.0,0.0,0.048198,5.006079,21.75529,5.725387,-0.68456,45,0.3815839089654366,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225504,206686,1016,54,1000,5.718053,-0.674641,y,24197337,59860.061782,280,34.0,30.0,4.435442,0.861367,0.760044,0.25,1.010898,18.682708,17.3,0.567512,0.621182,5.727548,1.423829,3.190105,0.698061,118.474818,6.183446,-0.117137,0.977681,0.898314,96.062152,-0.584738,4.157828,22.891514,377281.600768,141286.793635,0.016807,1066.823746,79.699611,0.74284,0.0,0.0,0.096576,5.576808,21.666861,5.725387,-0.68456,46,0.383727338188856,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225505,206706,1016,54,1000,5.718053,-0.674641,y,24198144,59860.071114,280,34.0,30.0,4.127249,0.762924,0.679124,0.25,1.01245,18.67609,17.3,0.431399,0.8143,5.786345,1.413815,3.486104,0.699583,118.46661,6.184721,-0.116146,1.014547,0.817947,96.102989,-0.626946,4.109211,22.770909,376938.166737,140579.373931,0.016856,1073.735091,79.798121,0.618651,0.0,0.0,0.054995,8.681815,21.798349,5.725387,-0.68456,47,0.3858256392170288,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
2225506,209387,1016,54,1000,5.718053,-0.674641,z,24460978,59863.113173,283,34.0,30.0,4.511261,0.650957,0.587087,0.25,1.063853,19.221869,18.025159,3.554431,-1.476434,6.10294,1.222574,4.173966,1.369267,115.79516,0.554545,0.213819,0.546268,0.873762,98.067924,-0.782038,3.822252,15.979871,252010.873376,15440.809695,0.019847,614.754924,83.022755,0.422866,0.0,0.0,0.055859,4.880059,22.78979,5.740054,-0.68456,48,0.3878806732084901,5.748596261909901,5.6875097380901,-0.7051842619099008,-0.6440977380900993
