3.400963457760550227e+03 1.096726812461991850e-15
3.403970179323730008e+03 9.332740707854174623e-16
3.406976900886909789e+03 1.137258229284940768e-15
3.409983622450090024e+03 1.269327039714152503e-15
3.412990344013269805e+03 1.344999428644564666e-15
3.415997065576460045e+03 1.352111254191423850e-15
3.419003787139639826e+03 1.252240427028353015e-15
3.422010508702820061e+03 1.104682369007479864e-15
3.425017230265999842e+03 1.005289585412727379e-15
3.428023951829180078e+03 8.924511639817861917e-16
3.431030673392369863e+03 9.771295333517081216e-16
3.434037394955550099e+03 1.158924414558147075e-15
3.437044116518729879e+03 1.398561507567568220e-15
3.440050838081910115e+03 1.404033569477645109e-15
3.443057559645089896e+03 1.430121392766906355e-15
3.446064281208280136e+03 1.403362082558510020e-15
3.449071002771459916e+03 1.527943840338457057e-15
3.452077724334640152e+03 1.653314740993377802e-15
3.455084445897819933e+03 1.654333895962198981e-15
3.458091167461000168e+03 1.555711705880013269e-15
3.461097889024189953e+03 1.613358354405046973e-15
3.464104610587370189e+03 1.668160590700406687e-15
3.467111332150549970e+03 1.713854030090343799e-15
3.470118053713730205e+03 1.716957073430149968e-15
3.473124775276909986e+03 1.674497582880434813e-15
3.476131496840100226e+03 1.622001297323161536e-15
3.479138218403280007e+03 1.642615998738780018e-15
3.482144939966459788e+03 1.719531724932247146e-15
3.485151661529640023e+03 1.536319142456127344e-15
3.488158383092819804e+03 1.621157036342749769e-15
3.491165104656010044e+03 1.657814286331542807e-15
3.494171826219189825e+03 1.651267421365423544e-15
3.497178547782370060e+03 1.535083754919818405e-15
3.500185269345549841e+03 1.394860114794689018e-15
3.503191990908730077e+03 1.470351779937078477e-15
3.506198712471919862e+03 1.531213827939926810e-15
3.509205434035100097e+03 1.424900542221999147e-15
3.512212155598279878e+03 1.390038340532424614e-15
3.515218877161460114e+03 1.318984742841365280e-15
3.518225598724639894e+03 1.386342777559159099e-15
3.521232320287830134e+03 1.495512135105987928e-15
3.524239041851009915e+03 1.378244125932245382e-15
3.527245763414190151e+03 1.286797359210885877e-15
3.530252484977369932e+03 1.301231943054261649e-15
3.533259206540550167e+03 1.221722486014507277e-15
3.536265928103739952e+03 1.296923721139780848e-15
3.539272649666920188e+03 1.071841517838489764e-15
3.542279371230099969e+03 9.726718565744047960e-16
3.545286092793280204e+03 1.076153449625451913e-15
3.548292814356459985e+03 1.189492173859600124e-15
3.551299535919650225e+03 1.061181994235838186e-15
3.554306257482830006e+03 1.086567061680764163e-15
3.557312979046009787e+03 1.139250430807456965e-15
3.560319700609190022e+03 1.211115960590161618e-15
3.563326422172369803e+03 1.203107935848150820e-15
3.566333143735560043e+03 1.153160332685604896e-15
3.569339865298739824e+03 1.185760042143303877e-15
3.572346586861920059e+03 1.240070455343985529e-15
3.575353308425099840e+03 1.192673654503299100e-15
3.578360029988280075e+03 1.206574016709351997e-15
3.581366751551469861e+03 1.200574092943349250e-15
3.584373473114650096e+03 1.220080602450592643e-15
3.587380194677829877e+03 1.267715365111872176e-15
3.590386916241010113e+03 1.285544482275736076e-15
3.593393637804189893e+03 1.356689766815264598e-15
3.596400359367380133e+03 1.388561281303041224e-15
3.599407080930559914e+03 1.379798562501955310e-15
3.602413802493740150e+03 1.246265412406153826e-15
3.605420524056919930e+03 1.280953250089102278e-15
3.608427245620100166e+03 1.387440899813656021e-15
3.611433967183289951e+03 1.271407218212656146e-15
3.614440688746470187e+03 1.225809175543669766e-15
3.617447410309649968e+03 1.310293041599209477e-15
3.620454131872830203e+03 1.363594369484948118e-15
3.623460853436009984e+03 1.348462859596850566e-15
3.626467574999200224e+03 1.253165245239789731e-15
3.629474296562380005e+03 1.187367476891319526e-15
3.632481018125559785e+03 1.211702650424007080e-15
3.635487739688740021e+03 1.224533509391848353e-15
3.638494461251919802e+03 1.227943942165828730e-15
3.641501182815110042e+03 1.267370876952884299e-15
3.644507904378289822e+03 1.247590896845582550e-15
3.647514625941470058e+03 1.182591811044181282e-15
3.650521347504649839e+03 1.206031845345283490e-15
3.653528069067830074e+03 1.286102553093296634e-15
3.656534790631019860e+03 1.339974141377605946e-15
3.659541512194200095e+03 1.351524564357578388e-15
3.662548233757379876e+03 1.317809773228324953e-15
3.665554955320560111e+03 1.346323853120427516e-15
3.668561676883739892e+03 1.315147144750240133e-15
3.671568398446930132e+03 1.243313943856302125e-15
3.674575120010109913e+03 1.245864216196378683e-15
3.677581841573290149e+03 1.235079086911142462e-15
3.680588563136469929e+03 1.219313188828724280e-15
3.683595284699650165e+03 1.238811218627438907e-15
3.686602006262839950e+03 1.221897380002916492e-15
3.689608727826020186e+03 1.274207641954336118e-15
3.692615449389199966e+03 1.334464980742714993e-15
3.695622170952380202e+03 1.359289857442948467e-15
3.698628892515559983e+03 1.375503060150267755e-15
3.701635614078750223e+03 1.341707711789989570e-15
3.704642335641930003e+03 1.389872456234327299e-15
3.707649057205109784e+03 1.427528721884185180e-15
3.710655778768290020e+03 1.435391001635854999e-15
3.713662500331469801e+03 1.407886007058695842e-15
3.716669221894660041e+03 1.470032730903677291e-15
3.719675943457839821e+03 1.544510010913293186e-15
3.722682665021020057e+03 1.537735253780458987e-15
3.725689386584199838e+03 1.600850784324871170e-15
3.728696108147380073e+03 1.720557239682464948e-15
3.731702829710569858e+03 1.786053978378157964e-15
3.734709551273750094e+03 1.822029141812155005e-15
3.737716272836929875e+03 1.828383623391023993e-15
3.740722994400110110e+03 1.779138776072813535e-15
3.743729715963289891e+03 1.788008551194076963e-15
3.746736437526480131e+03 1.729799062015435480e-15
3.749743159089659912e+03 1.681766813016862349e-15
3.752749880652840147e+03 1.597217229220223473e-15
3.755756602216019928e+03 1.447135397948426723e-15
3.758763323779200164e+03 1.365139266382563012e-15
3.761770045342389949e+03 1.256565608359891742e-15
3.764776766905570184e+03 1.127815013874408259e-15
3.767783488468749965e+03 1.042979769896701111e-15
3.770790210031930201e+03 9.012684709065270322e-16
3.773796931595109982e+03 7.619102910331318190e-16
3.776803653158300222e+03 6.881564361573904658e-16
3.779810374721480002e+03 6.532046675464790848e-16
3.782817096284659783e+03 6.037298081344212532e-16
3.785823817847840019e+03 4.986597536831918100e-16
3.788830539411019799e+03 5.118487213418456534e-16
3.791837260974210039e+03 4.955319071959383362e-16
3.794843982537389820e+03 4.602328415225888814e-16
3.797850704100570056e+03 4.354238642758471140e-16
3.800857425663749837e+03 4.043002600803223448e-16
3.803864147226930072e+03 3.756297295658611996e-16
3.806870868790119857e+03 3.328732372249201419e-16
3.809877590353300093e+03 3.029774948243849214e-16
3.812884311916479874e+03 3.169764336420867140e-16
3.815891033479660109e+03 3.228608213793829352e-16
3.818897755042839890e+03 3.301720260730286986e-16
3.821904476606030130e+03 3.123388810476133637e-16
3.824911198169209911e+03 2.992698482664656938e-16
3.827917919732390146e+03 3.453664447987750710e-16
3.830924641295569927e+03 3.473115309407773105e-16
3.833931362858750163e+03 3.395763938188631654e-16
3.836938084421939948e+03 3.554521571249093042e-16
3.839944805985120183e+03 3.273880847648017923e-16
3.842951527548299964e+03 3.130091490086472146e-16
3.845958249111480200e+03 3.195304158546445700e-16
3.848964970674659980e+03 3.085542811347940857e-16
3.851971692237850220e+03 2.746210315145641029e-16
3.854978413801030001e+03 3.077881394692050374e-16
3.857985135364209782e+03 3.699161019590663582e-16
3.860991856927390018e+03 3.870495650344881385e-16
3.863998578490569798e+03 4.019093532624114593e-16
3.867005300053760038e+03 4.264280064883939362e-16
3.870012021616939819e+03 4.455840390425010420e-16
3.873018743180120055e+03 4.464488103179172599e-16
3.876025464743299835e+03 4.928838532168876331e-16
3.879032186306480071e+03 5.250017032374296793e-16
3.882038907869669856e+03 5.713129423918776113e-16
3.885045629432850092e+03 6.293846363069241407e-16
3.888052350996029872e+03 7.030801931865289247e-16
3.891059072559210108e+03 7.709952387583170340e-16
3.894065794122389889e+03 8.080632246289801495e-16
3.897072515685580129e+03 8.952128990533028942e-16
3.900079237248759910e+03 1.005628773753884901e-15
3.903085958811940145e+03 1.178572429201467163e-15
3.906092680375119926e+03 1.297747312830653342e-15
3.909099401938300161e+03 1.397426816570040170e-15
3.912106123501489947e+03 1.525539312988721479e-15
3.915112845064670182e+03 1.703376290239281194e-15
3.918119566627849963e+03 1.896673896065217617e-15
3.921126288191030199e+03 2.019054109518340061e-15
